botid, date, time, press, boxy, 
#, mmddyy, hhmmss, dbar, umol/kg, 
2100200423, 042809, 221653,   45.3,  217.6,
2100200422, 042809, 221437,   87.8,  214.8,
2100200421, 042809, 221218,  140.4,  210.2,
2100200420, 042809, 221017,  194.4,  191.7,
2100200722, 042909, 073807,    5.3,  215.4,
2100200719, 042909, 073431,   24.8,  216.6,
2100200717, 042909, 073111,   45.4,  216.5,
2100200715, 042909, 072708,   74.4,  218.8,
2100200714, 042909, 072529,   85.1,  215.9,
2100200712, 042909, 072220,   99.9,  215.4,
2100200710, 042909, 071805,  114.5,  213.9,
2100200709, 042909, 071624,  125.6,  214.4,
2100200707, 042909, 071239,  149.9,  209.6,
2100200706, 042909, 071049,  164.5,  204.8,
2100200705, 042909, 070830,  176.0,  204.6,
2100200704, 042909, 070617,  199.5,  201.1,
2100201621, 043009, 124936,    5.3,  215.6,
2100201614, 043009, 123948,  120.3,  216.8,
2110200324, 052709, 195341,    5.2,  209.2,
2110200424, 052709, 224930,    5.2,  207.8,
2110200423, 052709, 224815,   25.7,  213.1,
2110200422, 052709, 224630,   71.2,  220.4,
2110200421, 052709, 224437,  126.6,  212.5,
2110200420, 052709, 224230,  186.8,  207.0,
2110200722, 052809, 072631,    4.7,  207.4,
2110200719, 052809, 072317,   25.2,  213.8,
2110200717, 052809, 072005,   45.5,  219.8,
2110200715, 052809, 071716,   75.7,  219.7,
2110200714, 052809, 071554,   85.0,  218.1,
2110200712, 052809, 071315,  100.3,  218.6,
2110200710, 052809, 070939,  115.1,  217.6,
2110200709, 052809, 070814,  124.6,  215.4,
2110200707, 052809, 070451,  149.8,  207.3,
2110200706, 052809, 070249,  165.5,  207.4,
2110200705, 052809, 070119,  175.4,  203.7,
2110201621, 052909, 122455,    4.9,  210.3,
2110201620, 052909, 122221,   59.4,  216.1,
2120200424, 070309, 201840,    7.7,  208.9,
2120200524, 070409, 002346,    7.6,  209.2,
2120200523, 070409, 002001,   47.4,  214.4,
2120200522, 070409, 001807,   64.5,  226.7,
2120200521, 070409, 001545,  110.6,  219.0,
2120200520, 070409, 001326,  158.5,  208.4,
2120200722, 070409, 071834,    5.4,  208.2,
2120200719, 070409, 071344,   24.3,  210.4,
2120200717, 070409, 071038,   44.3,  224.3,
2120200715, 070409, 070715,   74.5,  221.7,
2120200714, 070409, 070525,   85.9,  219.2,
2120200712, 070409, 070150,  100.3,  215.4,
2120200710, 070409, 065855,  115.0,  213.9,
2120200709, 070409, 065655,  124.6,  211.5,
2120200707, 070409, 065325,  150.3,  203.7,
2120200706, 070409, 065115,  165.2,  203.9,
2120200705, 070409, 064952,  174.8,  204.1,
2120201722, 070509, 130230,    5.9,  208.2,
2120201721, 070509, 125615,   50.8,  224.0,
2130200124, 072409, 120940,    5.9,  207.4,
2130200324, 072509, 060249,    8.3,  209.4,
2130200424, 072509, 104527,    6.3,  206.9,
2130200423, 072509, 103933,   57.7,  226.2,
2130200422, 072509, 103713,   72.7,  224.7,
2130200421, 072509, 103348,  125.2,  214.7,
2130200420, 072509, 103037,  164.5,  199.8,
2130201222, 072609, 102400,    5.7,  207.1,
2130201219, 072609, 101725,   25.3,  207.2,
2130201217, 072609, 101405,   45.2,  219.2,
2130201215, 072609, 101035,   74.8,  220.1,
2130201214, 072609, 100834,   85.0,  218.4,
2130201212, 072609, 100540,  100.2,  218.5,
2130201210, 072609, 100244,  115.3,  211.6,
2130201209, 072609, 100114,  124.7,  210.5,
2130201207, 072609, 095755,  149.6,  207.4,
2130201206, 072609, 095445,  165.2,  205.2,
2130201205, 072609, 095220,  174.6,  200.7,
2140200424, 081809, 230931,    9.8,  206.8,
2140200423, 081809, 230657,   51.9,  217.1,
2140200422, 081809, 230457,   69.6,  226.7,
2140200421, 081809, 230227,  117.2,  216.5,
2140200420, 081809, 230027,  161.1,  209.5,
2140200722, 081909, 074618,    6.0,  206.8,
2140200719, 081909, 074027,   24.3,  207.6,
2140200717, 081909, 073737,   45.6,  209.2,
2140200715, 081909, 073405,   73.7,  227.0,
2140200714, 081909, 073214,   85.7,  223.6,
2140200712, 081909, 072937,   98.9,  219.0,
2140200710, 081909, 072617,  116.4,  213.3,
2140200709, 081909, 072406,  124.7,  213.1,
2140200707, 081909, 072101,  153.1,  210.5,
2140200706, 081909, 071927,  166.2,  209.3,
2140200705, 081909, 071807,  174.6,  209.0,
2140201612, 082009, 131304,   60.3,  227.1,
2150200424, 092409, 203938,    5.2,  203.4,
2150200523, 092409, 233907,   39.4,  203.8,
2150200522, 092409, 233737,   57.5,  218.3,
2150200521, 092409, 233542,   84.9,  221.9,
2150200520, 092409, 233352,  123.2,  199.4,
2150200519, 092409, 233209,  165.0,  196.5,
2150200822, 092509, 071802,    5.3,  203.9,
2150200819, 092509, 071442,   24.9,  205.6,
2150200817, 092509, 071142,   44.5,  223.8,
2150200815, 092509, 070659,   69.1,  226.0,
2150200814, 092509, 070452,   85.3,  222.8,
2150200812, 092509, 070203,   99.7,  219.4,
2150200810, 092509, 065850,  115.8,  213.5,
2150200809, 092509, 065723,  123.9,  211.9,
2150200807, 092509, 065402,  149.4,  196.5,
2150200806, 092509, 065220,  164.4,  195.2,
2150200805, 092509, 065039,  175.2,  195.8,
2150201723, 092609, 121244,    5.0,  203.6,
2160200324, 110309, 200458,    5.3,  204.1,
2160200424, 110309, 233219,    4.4,  203.9,
2160200423, 110309, 233059,   42.4,  210.7,
2160200422, 110309, 232944,   58.8,  220.9,
2160200421, 110309, 232820,   84.5,  218.5,
2160200420, 110309, 232654,  120.7,  211.3,
2160200419, 110309, 232509,  161.4,  194.2,
2160200418, 110309, 232329,  188.9,  191.5,
2160200722, 110409, 072049,    4.8,  204.9,
2160200719, 110409, 071738,   23.5,  205.3,
2160200717, 110409, 071423,   45.4,  205.4,
2160200715, 110409, 071108,   75.3,  222.7,
2160200714, 110409, 070943,   84.2,  224.4,
2160200712, 110409, 070654,  100.0,  220.3,
2160200710, 110409, 070353,  114.0,  211.2,
2160200709, 110409, 070213,  125.3,  207.3,
2160200707, 110409, 065854,  150.1,  203.3,
2160200706, 110409, 065708,  165.2,  200.0,
2160200705, 110409, 065548,  174.9,  199.8,
2160201623, 110509, 121946,    4.8,  204.5,
2160201622, 110509, 121716,   75.9,  224.7,
2170200524, 120909, 220804,    4.1,  210.5,
2170200523, 120909, 220639,   39.3,  210.4,
2170200522, 120909, 220514,   76.2,  210.7,
2170200521, 120909, 220414,   87.6,  226.7,
2170200520, 120909, 220203,  143.3,  209.1,
2170200822, 121009, 071556,    4.8,  210.1,
2170200819, 121009, 071304,   24.7,  211.4,
2170200817, 121009, 071034,   44.4,  209.9,
2170200815, 121009, 070724,   75.0,  225.7,
2170200814, 121009, 070603,   85.0,  223.2,
2170200812, 121009, 070310,  100.5,  219.9,
2170200810, 121009, 070024,  113.9,  213.6,
2170200809, 121009, 065837,  125.8,  212.6,
2170200807, 121009, 065554,  149.9,  204.8,
2170200806, 121009, 065444,  163.0,  204.9,
2170200805, 121009, 065324,  174.5,  204.1,
2170200804, 121009, 065139,  200.0,  202.3,
2170201720, 121109, 121401,    5.3,  210.9,
2170201715, 121109, 120906,   76.0,  221.8,
2190200124, 030910, 165512,    5.5,  213.9,
2190200123, 030910, 165256,   59.6,  215.4,
2190200122, 030910, 165114,   90.7,  212.3,
2190200121, 030910, 164944,  119.4,  209.3,
2190200120, 030910, 164815,  153.6,  204.0,
2190200224, 030910, 221052,    5.3,  214.1,
2190200522, 031010, 183350,    4.7,  213.1,
2190200519, 031010, 183121,   25.5,  214.2,
2190200517, 031010, 182852,   45.6,  212.9,
2190200515, 031010, 182621,   75.3,  214.6,
2190200514, 031010, 182523,   85.5,  213.6,
2190200512, 031010, 182306,  101.3,  214.2,
2190200510, 031010, 182109,  114.6,  209.0,
2190200509, 031010, 181952,  125.4,  202.6,
2190200507, 031010, 181706,  150.8,  199.4,
2190200506, 031010, 181551,  165.6,  198.8,
2190200505, 031010, 181441,  172.8,  198.1,
2190201219, 031110, 175543,    4.9,  213.4,
2200200324, 040610, 185341,    4.6,  215.6,
2200200424, 040610, 221815,    9.1,  215.4,
2200200423, 040610, 221649,   50.3,  216.3,
2200200422, 040610, 221510,  100.8,  214.6,
2200200421, 040610, 221356,  120.4,  213.7,
2200200420, 040610, 221255,  136.0,  210.0,
2200200419, 040610, 221110,  199.3,  203.2,
2200200722, 040710, 070439,    4.8,  215.8,
2200200719, 040710, 070126,   25.6,  215.8,
2200200717, 040710, 070027,   45.4,  216.7,
2200200715, 040710, 065754,   76.6,  216.0,
2200200714, 040710, 065655,   85.0,  217.2,
2200200712, 040710, 065459,   99.8,  212.5,
2200200710, 040710, 065303,  115.8,  208.7,
2200200709, 040710, 065201,  124.6,  207.0,
2200200707, 040710, 064950,  151.1,  204.5,
2200200706, 040710, 064846,  164.9,  202.8,
2200200705, 040710, 064745,  175.6,  202.0,
2200201616, 040810, 121516,    5.5,  216.0,
2200201614, 040810, 121216,   77.2,  215.4,
2210200424, 051810, 182856,    5.9,  213.5,
2210200524, 051810, 221810,    5.4,  212.6,
2210200523, 051810, 221655,   25.1,  215.0,
2210200522, 051810, 221540,   45.5,  214.8,
2210200521, 051810, 221414,   75.3,  219.8,
2210200520, 051810, 221246,  108.5,  213.6,
2210200519, 051810, 221143,  125.0,  209.6,
2210200518, 051810, 221038,  142.6,  220.3,
2210200517, 051810, 220843,  197.0,  211.6,
2210200822, 051910, 070624,    4.2,  213.4,
2210200819, 051910, 070204,   24.7,  215.1,
2210200817, 051910, 065955,   45.4,  219.7,
2210200815, 051910, 065735,   74.5,  216.7,
2210200814, 051910, 065629,   85.5,  214.2,
2210200812, 051910, 065419,  100.0,  209.9,
2210200810, 051910, 065216,  115.3,  216.6,
2210200809, 051910, 065109,  125.5,  216.1,
2210200807, 051910, 064855,  150.4,  217.0,
2210200806, 051910, 064744,  165.1,  215.0,
2210200805, 051910, 064640,  175.3,  210.9,
2210201715, 052010, 121618,    4.8,  213.7,
2210201713, 052010, 121220,   40.8,  219.2,
2220200424, 060810, 183112,    4.9,  213.0,
2220200524, 060810, 221011,    5.9,  214.3,
2220200523, 060810, 220811,   37.0,  217.5,
2220200522, 060810, 220641,   65.8,  227.1,
2220200521, 060810, 220541,   69.9,  227.5,
2220200520, 060810, 220406,  106.6,  218.7,
2220200519, 060810, 220256,  119.6,  216.7,
2220200822, 060910, 070850,    5.6,  211.9,
2220200819, 060910, 070619,   25.0,  214.1,
2220200817, 060910, 070404,   45.7,  216.3,
2220200815, 060910, 070134,   74.1,  229.6,
2220200814, 060910, 070025,   86.9,  224.0,
2220200812, 060910, 065805,   98.2,  222.5,
2220200810, 060910, 065549,  113.3,  215.8,
2220200809, 060910, 065424,  124.8,  212.3,
2220200807, 060910, 065150,  146.6,  217.7,
2220200806, 060910, 065016,  165.4,  218.8,
2220200805, 060910, 064845,  175.8,  215.3,
2220201724, 061010, 122049,    4.8,  212.8,
2220201721, 061010, 121708,   75.0,  226.1,
2230200424, 070810, 200014,    6.9,  206.9,
2230200524, 070810, 234249,   13.8,  207.4,
2230200523, 070810, 234055,   46.9,  210.5,
2230200522, 070810, 233955,   55.4,  214.6,
2230200521, 070810, 233845,   70.2,  228.5,
2230200520, 070810, 233646,  111.7,  215.5,
2230200822, 070910, 090108,    5.7,  207.4,
2230200819, 070910, 085554,   25.0,  209.2,
2230200817, 070910, 085208,   44.3,  213.8,
2230200815, 070910, 084749,   74.4,  227.7,
2230200814, 070910, 084559,   84.9,  225.4,
2230200812, 070910, 084244,   99.3,  219.8,
2230200810, 070910, 083859,  114.7,  220.3,
2230200809, 070910, 083705,  125.1,  210.9,
2230200807, 070910, 083344,  149.1,  208.2,
2230200806, 070910, 083208,  164.1,  206.8,
2230200805, 070910, 083048,  174.9,  211.3,
2230201714, 071010, 124720,    7.2,  207.4,
2230201713, 071010, 124051,   80.3,  229.3,
2240200424, 080710, 191622,    7.2,  208.4,
2240200524, 080710, 224521,   25.5,  208.5,
2240200523, 080710, 224301,   66.4,  209.8,
2240200522, 080710, 224100,  107.6,  216.6,
2240200521, 080710, 223901,  140.6,  210.2,
2240200520, 080710, 223715,  160.3,  208.5,
2240200519, 080710, 223525,  190.5,  206.2,
2240200822, 080810, 072006,    5.7,  208.4,
2240200819, 080810, 071448,   25.3,  209.5,
2240200817, 080810, 071241,   45.2,  209.5,
2240200815, 080810, 070934,   75.5,  218.8,
2240200814, 080810, 070802,   85.4,  216.6,
2240200812, 080810, 070533,  100.2,  215.4,
2240200809, 080810, 070141,  125.2,  207.3,
2240200807, 080810, 065858,  150.3,  215.5,
2240200806, 080810, 065738,  165.3,  212.2,
2240200805, 080810, 065628,  175.1,  209.6,
2240201714, 080910, 122527,    5.8,  208.0,
2240201713, 080910, 121750,  110.8,  215.8,
2250200524, 090410, 014635,   25.3,  208.5,
2250200523, 090410, 014317,   80.7,  218.6,
2250200522, 090410, 014034,   96.1,  217.7,
2250200521, 090410, 013802,  144.6,  204.4,
2250200520, 090410, 013602,  171.1,  203.2,
2250200716, 090410, 081138,    6.6,  207.7,
2250200714, 090410, 080649,   45.3,  208.4,
2250200712, 090410, 080242,  100.9,  212.4,
2250200822, 090410, 103953,    5.4,  207.6,
2250200819, 090410, 103418,   25.6,  208.0,
2250200817, 090410, 103034,   45.5,  208.1,
2250200815, 090410, 102658,   76.0,  219.2,
2250200814, 090410, 102449,   84.9,  218.0,
2250200812, 090410, 102148,  100.5,  214.1,
2250200810, 090410, 101829,  115.9,  210.3,
2250200809, 090410, 101653,  125.5,  205.0,
2250200807, 090410, 101333,  150.2,  202.2,
2250200806, 090410, 101143,  165.6,  202.4,
2250200805, 090410, 100958,  175.4,  201.7,
2250201724, 090510, 150233,    5.8,  208.1,
2250201723, 090510, 145545,   79.4,  217.0,
2260200524, 100310, 221450,   75.0,  208.8,
2260200523, 100310, 221343,   80.6,  210.7,
2260200522, 100310, 221219,   95.0,  217.3,
2260200521, 100310, 220947,  134.1,  207.4,
2260200520, 100310, 220712,  184.3,  201.0,
2260200721, 100410, 035233,    5.5,  206.7,
2260200718, 100410, 034933,   43.9,  206.8,
2260200715, 100410, 034617,  101.1,  211.6,
2260200823, 100410, 071552,    7.5,  206.7,
2260200819, 100410, 071201,   26.0,  206.6,
2260200817, 100410, 070911,   45.9,  207.2,
2260200815, 100410, 070552,   75.3,  217.1,
2260200814, 100410, 070427,   84.7,  213.6,
2260200812, 100410, 070147,  100.6,  209.7,
2260200810, 100410, 065901,  115.8,  207.0,
2260200809, 100410, 065726,  125.5,  206.0,
2260200807, 100410, 065407,  150.4,  203.2,
2260200806, 100410, 065226,  165.2,  202.0,
2260200805, 100410, 065056,  174.9,  202.4,
2260200804, 100410, 064906,  199.8,  205.1,
2260201719, 100510, 123128,    5.4,  206.8,
2260201718, 100510, 122648,   95.4,  213.0,
2270200124, 112110, 063625,    5.3,  207.4,
2270200122, 112110, 063606,    5.2,  207.6,
2270200119, 112110, 063357,   24.8,  207.1,
2270200117, 112110, 063159,   44.9,  207.2,
2270200115, 112110, 062950,   74.8,  207.1,
2270200114, 112110, 062849,   85.7,  208.5,
2270200112, 112110, 062657,  100.4,  208.2,
2270200110, 112110, 062450,  113.9,  209.0,
2270200109, 112110, 062351,  124.7,  207.3,
2270200107, 112110, 062142,  150.0,  204.1,
2270200106, 112110, 062037,  165.0,  204.5,
2270200105, 112110, 061939,  174.7,  204.0,
2270200924, 112210, 082032,    4.9,  207.5,
2270200923, 112210, 081815,   54.9,  208.1,
2270200922, 112210, 081606,  104.0,  212.4,
2270200921, 112210, 081453,  133.0,  206.7,
2270200920, 112210, 081312,  174.2,  202.8,
2270200919, 112210, 081155,  194.3,  204.4,
2270201024, 112210, 133911,    5.1,  208.2,
2280200324, 010911, 213104,    4.1,  212.6,
2290200324, 012811, 181704,    7.6,  210.4,
2290200424, 012811, 221811,   97.0,  209.1,
2290200423, 012811, 221656,  109.4,  209.2,
2290200422, 012811, 221538,  131.1,  206.3,
2290200421, 012811, 221339,  189.8,  201.2,
2290200722, 012911, 070207,    2.4,  210.6,
2290200719, 012911, 065817,   24.8,  210.8,
2290200717, 012911, 065538,   44.9,  211.3,
2290200715, 012911, 065243,   74.6,  210.7,
2290200714, 012911, 065112,   85.6,  209.9,
2290200712, 012911, 064847,  101.4,  208.8,
2290200710, 012911, 064627,  116.0,  207.4,
2290200709, 012911, 064512,  125.4,  207.8,
2290200707, 012911, 064228,  150.3,  203.6,
2290200706, 012911, 064117,  166.0,  202.7,
2290200705, 012911, 064007,  176.1,  202.9,
2290201605, 013011, 095636,    6.3,  214.3,
2300200324, 022811, 182502,    6.8,  208.2,
2300200424, 022811, 223419,   38.1,  210.8,
2300200423, 022811, 223033,  101.5,  206.7,
2300200422, 022811, 222717,  159.2,  197.3,
2300200421, 022811, 222507,  190.4,  197.3,
2300200722, 030111, 070431,    7.8,  208.1,
2300200719, 030111, 070031,   26.1,  210.3,
2300200717, 030111, 065737,   45.0,  207.7,
2300200715, 030111, 065357,   75.4,  210.2,
2300200714, 030111, 065227,   85.5,  209.3,
2300200712, 030111, 064936,  100.5,  207.1,
2300200710, 030111, 064637,  115.0,  199.6,
2300200709, 030111, 064446,  126.1,  197.5,
2300200707, 030111, 064107,  150.8,  197.2,
2300200706, 030111, 063912,  166.9,  197.8,
2300200705, 030111, 063741,  174.8,  196.7,
2300201617, 030211, 122241,    7.0,  208.7,
2300201616, 030211, 121609,   81.7,  206.8,
2310200424, 041211, 025951,    6.9,  211.1,
2310200423, 041211, 025656,   42.6,  212.3,
2310200422, 041211, 025441,   82.5,  211.6,
2310200421, 041211, 025221,  140.8,  202.6,
2310200420, 041211, 025102,  156.0,  200.9,
2310200419, 041211, 024927,  186.0,  201.7,
2310200622, 041211, 091442,    6.8,  210.8,
2310200619, 041211, 091152,   25.4,  211.1,
2310200617, 041211, 090912,   44.8,  210.9,
2310200615, 041211, 090537,   75.5,  211.7,
2310200614, 041211, 090358,   85.9,  212.1,
2310200612, 041211, 090057,  101.1,  212.1,
2310200610, 041211, 085814,  115.3,  211.3,
2310200609, 041211, 085642,  125.2,  209.6,
2310200607, 041211, 085332,  150.9,  204.7,
2310200606, 041211, 085132,  164.8,  200.9,
2310200605, 041211, 084942,  175.7,  198.5,
2310201505, 041311, 111720,    6.4,  211.7,
2320200324, 050911, 193915,    4.7,  209.0,
2320200424, 050911, 223204,   44.7,  213.2,
2320200423, 050911, 223053,   81.0,  218.8,
2320200422, 050911, 222905,  148.1,  207.1,
2320200722, 051011, 073142,    5.6,  210.3,
2320200719, 051011, 072917,   26.3,  209.7,
2320200717, 051011, 072717,   44.6,  210.3,
2320200715, 051011, 072507,   75.3,  217.8,
2320200714, 051011, 072402,   85.7,  219.4,
2320200712, 051011, 072202,  100.4,  216.7,
2320200710, 051011, 072008,  114.2,  215.9,
2320200709, 051011, 071907,  125.8,  214.4,
2320200707, 051011, 071657,  150.2,  213.1,
2320200706, 051011, 071553,  164.8,  209.7,
2320200705, 051011, 071447,  174.9,  204.3,
2320201614, 051111, 115731,    5.1,  210.6,
2330200624, 072011, 020616,    4.7,  208.2,
2330200623, 072011, 020200,   67.0,  215.3,
2330200622, 072011, 020010,   77.6,  215.1,
2330200621, 072011, 015755,   96.5,  212.4,
2330200620, 072011, 015546,  124.9,  203.8,
2330200619, 072011, 015335,  145.6,  205.2,
2330200618, 072011, 015035,  194.0,  196.2,
2330200923, 072011, 105026,    6.1,  208.1,
2330200919, 072011, 104721,   24.7,  207.5,
2330200917, 072011, 104441,   44.5,  208.1,
2330200915, 072011, 104116,   74.8,  211.8,
2330200914, 072011, 103956,   84.8,  216.3,
2330200912, 072011, 103716,   99.8,  215.0,
2330200910, 072011, 103436,  114.9,  212.5,
2330200909, 072011, 103316,  124.5,  211.0,
2330200907, 072011, 103036,  149.3,  206.4,
2330200906, 072011, 102907,  165.0,  201.0,
2330200905, 072011, 102742,  174.9,  198.8,
2330200904, 072011, 102546,  199.5,  192.7,
2330201724, 072111, 134432,    6.4,  208.0,
2330201722, 072111, 133839,   94.7,  214.2,
2340200423, 083111, 011915,    5.7,  209.1,
2340200419, 083111, 011525,   24.6,  207.7,
2340200417, 083111, 011311,   44.6,  210.8,
2340200415, 083111, 011010,   74.9,  221.4,
2340200414, 083111, 010840,   84.8,  218.6,
2340200412, 083111, 010625,   99.8,  210.5,
2340200410, 083111, 010405,  114.6,  207.9,
2340200409, 083111, 010301,  124.7,  204.3,
2340200407, 083111, 010025,  149.4,  198.1,
2340200406, 083111, 005850,  164.8,  197.1,
2340200405, 083111, 005730,  173.7,  197.2,
2340201424, 090111, 071148,    5.9,  206.5,
2340201423, 090111, 070908,   46.6,  210.5,
2340201422, 090111, 070728,   78.4,  219.1,
2340201421, 090111, 070643,   83.6,  218.8,
2340201420, 090111, 070518,  111.6,  211.7,
2340201419, 090111, 070423,  119.7,  211.1,
2340201418, 090111, 070143,  191.7,  194.5,
2340201524, 090111, 140034,    6.2,  205.9,
2350200224, 092711, 010825,    5.8,  206.4,
2350200222, 092711, 010815,    5.8,  206.8,
2350200219, 092711, 010414,   25.8,  206.6,
2350200217, 092711, 010109,   45.6,  207.1,
2350200215, 092711, 005709,   76.1,  216.9,
2350200214, 092711, 005529,   85.6,  220.8,
2350200212, 092711, 005240,  100.7,  223.7,
2350200210, 092711, 004939,  115.4,  218.2,
2350200209, 092711, 004759,  125.6,  211.6,
2350200207, 092711, 004417,  150.4,  204.4,
2350200206, 092711, 004240,  166.1,  201.2,
2350200205, 092711, 004107,  176.6,  200.9,
2350200923, 092711, 222531,   30.8,  206.4,
2350200922, 092711, 222335,   50.7,  213.4,
2350200921, 092711, 222114,   80.7,  221.5,
2350200920, 092711, 221924,  100.1,  217.4,
2350200919, 092711, 221633,  149.1,  207.2,
2350201024, 092811, 040058,    5.3,  206.5,
2360200324, 110411, 202300,    5.5,  206.4,
2360200423, 110511, 002638,   66.1,  204.7,
2360200422, 110511, 002510,   84.1,  211.9,
2360200421, 110511, 002313,  118.8,  204.8,
2360200420, 110511, 002112,  157.7,  198.6,
2360200419, 110511, 001928,  195.5,  200.7,
2360200722, 110511, 095852,    5.7,  204.9,
2360200719, 110511, 095617,   24.5,  204.2,
2360200717, 110511, 095352,   45.5,  205.5,
2360200715, 110511, 095112,   74.9,  209.5,
2360200714, 110511, 095017,   84.6,  210.1,
2360200712, 110511, 094837,   99.8,  210.8,
2360200710, 110511, 094647,  114.1,  203.8,
2360200709, 110511, 094553,  125.4,  200.6,
2360200707, 110511, 094407,  149.8,  195.1,
2360200706, 110511, 094302,  164.7,  194.3,
2360200705, 110511, 094202,  173.9,  196.6,
2360201511, 110611, 122951,   90.9,  211.9,
2370200422, 112911, 084830,    6.0,  205.8,
2370200419, 112911, 084633,   24.9,  205.4,
2370200417, 112911, 084459,   45.5,  205.5,
2370200415, 112911, 084303,   74.8,  205.4,
2370200414, 112911, 084157,   84.6,  204.8,
2370200412, 112911, 084020,   99.8,  205.5,
2370200410, 112911, 083836,  116.5,  205.4,
2370200409, 112911, 083735,  124.7,  206.1,
2370200407, 112911, 083552,  150.2,  199.5,
2370200406, 112911, 083458,  164.6,  198.0,
2370200405, 112911, 083402,  175.5,  195.1,
2370200404, 112911, 083255,  200.0,  193.1,
2370201324, 113011, 113953,    5.3,  207.3,
2370201323, 113011, 113749,   52.8,  207.1,
2370201322, 113011, 113557,   99.4,  206.7,
2370201321, 113011, 113421,  124.2,  206.1,
2370201320, 113011, 113207,  169.3,  197.2,
2370201424, 113011, 183244,    4.8,  206.2,
2380200224, 121911, 174118,    6.2,  208.1,
2380200324, 121911, 210859,    5.5,  208.0,
2380200323, 121911, 210511,   61.4,  208.3,
2380200322, 121911, 210217,  119.2,  206.3,
2380200321, 121911, 210038,  147.2,  203.9,
2380200320, 121911, 205824,  186.3,  194.0,
2380200622, 122011, 061318,    5.0,  208.3,
2380200619, 122011, 060907,   24.6,  208.0,
2380200617, 122011, 060638,   43.8,  208.2,
2380200615, 122011, 060347,   73.9,  208.7,
2380200614, 122011, 060227,   85.1,  208.6,
2380200612, 122011, 060003,   99.5,  207.8,
2380200610, 122011, 055732,  115.0,  205.3,
2380200609, 122011, 055612,  123.6,  205.3,
2380200607, 122011, 055307,  149.5,  197.2,
2380200606, 122011, 055133,  164.4,  194.5,
2380200605, 122011, 055007,  175.6,  193.5,
2380200604, 122011, 054803,  199.6,  193.9,
2380201518, 122111, 112550,   95.1,  210.4,
2390200324, 011812, 191426,    5.3,  210.7,
2390200424, 011812, 224915,    4.8,  210.8,
2390200423, 011812, 224729,   38.3,  211.4,
2390200422, 011812, 224555,   70.3,  210.6,
2390200421, 011812, 224348,  135.9,  202.7,
2390200420, 011812, 224159,  177.5,  196.0,
2390200722, 011912, 065446,    5.5,  211.2,
2390200719, 011912, 065255,   25.1,  210.7,
2390200717, 011912, 065121,   44.6,  211.6,
2390200715, 011912, 064926,   76.1,  210.4,
2390200714, 011912, 064840,   83.7,  210.4,
2390200712, 011912, 064706,  101.5,  210.1,
2390200710, 011912, 064541,  116.4,  207.6,
2390200709, 011912, 064451,  126.5,  205.9,
2390200707, 011912, 064306,  151.0,  200.9,
2390200706, 011912, 064211,  166.1,  194.9,
2390200705, 011912, 064111,  175.1,  196.0,
2390200704, 011912, 063955,  199.4,  193.1,
2400200124, 032412, 184348,    4.6,  215.2,
2400200422, 032512, 183439,    6.4,  214.6,
2400200419, 032512, 183110,   25.5,  215.1,
2400200417, 032512, 182855,   45.2,  215.2,
2400200415, 032512, 182540,   76.3,  215.0,
2400200414, 032512, 182439,   85.4,  214.5,
2400200412, 032512, 182242,  102.7,  212.9,
2400200410, 032512, 182042,  116.6,  211.9,
2400200409, 032512, 181950,  125.9,  210.8,
2400200407, 032512, 181731,  150.4,  204.5,
2400200406, 032512, 181610,  166.4,  201.8,
2400200405, 032512, 181510,  176.3,  199.3,
2410200324, 050112, 222337,    6.4,  214.0,
2410200323, 050112, 222247,   16.5,  214.5,
2410200322, 050112, 222126,   58.2,  214.0,
2410200321, 050112, 222001,  100.2,  213.4,
2410200320, 050112, 221832,  139.7,  206.3,
2410200319, 050112, 221703,  179.9,  209.0,
2410201223, 050312, 215925,    5.9,  213.7,
2410201219, 050312, 215638,   23.9,  214.0,
2410201217, 050312, 215435,   43.9,  212.9,
2410201215, 050312, 215216,   73.1,  213.6,
2410201214, 050312, 215107,   83.6,  213.7,
2410201212, 050312, 214842,   98.3,  211.6,
2410201210, 050312, 214650,  112.8,  209.7,
2410201209, 050312, 214554,  124.2,  207.4,
2410201207, 050312, 214343,  150.8,  209.8,
2410201206, 050312, 214225,  164.1,  209.2,
2410201205, 050312, 214110,  174.9,  209.5,
2410201204, 050312, 213924,  199.5,  191.6,
2420200224, 053012, 194637,    5.4,  211.0,
2420200324, 053012, 223602,    5.0,  210.9,
2420200323, 053012, 223433,   35.5,  213.9,
2420200322, 053012, 223314,   74.4,  218.8,
2420200321, 053012, 223146,  114.0,  214.5,
2420201322, 060112, 041458,    4.9,  211.6,
2420201319, 060112, 041239,   24.4,  211.7,
2420201317, 060112, 041034,   45.5,  214.0,
2420201315, 060112, 040824,   74.9,  219.2,
2420201314, 060112, 040724,   84.2,  219.2,
2420201312, 060112, 040524,   99.7,  218.4,
2420201310, 060112, 040329,  115.9,  214.6,
2420201309, 060112, 040224,  126.1,  212.8,
2420201307, 060112, 040001,  148.5,  208.6,
2420201306, 060112, 035843,  163.8,  204.1,
2420201305, 060112, 035734,  175.6,  204.0,
2420201512, 060112, 120637,    5.2,  212.0,
2420201511, 060112, 120446,   70.9,  219.0,
2430200224, 062612, 201725,    5.5,  210.4,
2430200324, 062712, 010309,    5.3,  210.2,
2430200323, 062712, 005914,   71.4,  213.0,
