botid, date, time, press, lln, 
#, mmddyy, hhmmss, dbar, nmol/kg, 
2720200719, 052415, 070751,   24.7,    5.0,
2720200718, 052415, 070701,   34.7,    6.2,
2720200717, 052415, 070616,   43.6,    6.5,
2720200716, 052415, 070521,   59.1,    4.2,
2720200715, 052415, 070426,   75.1,    7.0,
2720200714, 052415, 070341,   84.6,    5.1,
2720200713, 052415, 070301,   89.2,    4.2,
2720200712, 052415, 070211,   99.9,    6.3,
2720200711, 052415, 070116,  109.7,    5.0,
2720200710, 052415, 070031,  114.7,    7.9,
2720200709, 052415, 065938,  125.2,    7.4,
2720200708, 052415, 065851,  129.7,    3.9,
2720200707, 052415, 065751,  149.8,  124.4,
2720200706, 052415, 065656,  164.4,  359.2,
2720200705, 052415, 065606,  175.2,  414.3,
2740200722, 072015, 070452,    6.1,    3.7,
2740200721, 072015, 070317,   14.4,    3.9,
2740200719, 072015, 070212,   25.7,    3.1,
2740200718, 072015, 070112,   35.6,    4.1,
2740200717, 072015, 070022,   44.6,    4.8,
2740200716, 072015, 065922,   59.7,    4.0,
2740200715, 072015, 065822,   75.7,    3.7,
2740200714, 072015, 065728,   84.9,    4.2,
2740200713, 072015, 065637,   89.9,    4.5,
2740200712, 072015, 065536,   99.3,    6.0,
2740200711, 072015, 065446,  109.1,    6.2,
2740200710, 072015, 065402,  115.6,    7.0,
2740200709, 072015, 065312,  125.9,   14.8,
2740200708, 072015, 065236,  130.7,   78.9,
2740200707, 072015, 065127,  150.3, 1384.0,
2740200706, 072015, 065022,  166.0, 1896.8,
2740200705, 072015, 064932,  173.6, 1981.2,
2750200622, 081315, 070720,    4.6,    1.9,
2750200621, 081315, 070606,   15.5,    1.7,
2750200619, 081315, 070441,   25.5,    1.4,
2750200618, 081315, 070336,   35.3,    2.1,
2750200617, 081315, 070226,   46.2,    1.6,
2750200616, 081315, 070111,   60.6,    1.1,
2750200615, 081315, 070006,   75.3,    1.7,
2750200614, 081315, 065903,   85.8,    1.5,
2750200613, 081315, 065801,   91.4,    2.3,
2750200612, 081315, 065656,  100.2,   22.5,
2750200611, 081315, 065546,  110.4,  554.1,
2750200610, 081315, 065451,  116.0,  738.7,
2750200609, 081315, 065340,  125.0, 1416.1,
2750200608, 081315, 065238,  131.3, 1950.4,
2750200607, 081315, 065121,  149.4, 3414.1,
2750200606, 081315, 065011,  165.7, 4256.5,
2750200605, 081315, 064905,  176.3, 4621.1,
2780200522, 111415, 072027,    4.8,    5.2,
2780200521, 111415, 071827,   16.3,    8.9,
2780200519, 111415, 071710,   24.8,    4.1,
2780200518, 111415, 071557,   34.6,    6.0,
2780200517, 111415, 071436,   44.2,    4.9,
2780200516, 111415, 071313,   60.1,    7.0,
2780200515, 111415, 071153,   74.9,    5.4,
2780200514, 111415, 071045,   84.6,    5.9,
2780200513, 111415, 070955,   88.9,    6.6,
2780200512, 111415, 070810,  100.7,   18.2,
2780200511, 111415, 070647,  109.8,  116.6,
2780200510, 111415, 070545,  114.1,  223.6,
2780200509, 111415, 070437,  124.4,  434.7,
2780200508, 111415, 070337,  129.5,  552.6,
2780200507, 111415, 070207,  150.0, 1577.7,
2780200506, 111415, 070055,  164.3, 2372.2,
2790200622, 120915, 070430,    4.9,    2.0,
2790200621, 120915, 070301,   15.4,    1.8,
2790200619, 120915, 070141,   24.9,    1.6,
2790200618, 120915, 070038,   34.6,    1.4,
2790200617, 120915, 065936,   44.8,    1.3,
2790200616, 120915, 065818,   61.3,    1.8,
2790200615, 120915, 065708,   74.6,    1.6,
2790200614, 120915, 065602,   85.4,    2.8,
2790200613, 120915, 065510,   91.4,    5.3,
2790200612, 120915, 065408,  100.5,   27.5,
2790200611, 120915, 065306,  109.3,  161.7,
2790200610, 120915, 065214,  116.1,  150.9,
2790200609, 120915, 065104,  125.7,  261.7,
2790200608, 120915, 064958,  130.3,  358.3,
2790200607, 120915, 064841,  149.8,  932.2,
2790200606, 120915, 064726,  165.5, 1948.1,
2790200605, 120915, 064626,  175.9, 2095.5,
